id_catalogo;nombre_generico;id_dia_propuesto;nombre_dia_propuesto;score;aceptar_si_no
CAT-3993;Magdalenas con pepitas de chocolate;DI-0012;Bollería con pepitas de chocolate con leche Weikis bolsa 240 g;81;
CAT-3994;Croissants surtidos rellenos de crema de cacao y crema con leche sabor a chocolate blanco;DI-1700;Chocolate con leche Dolca 100 g;86;
CAT-3995;Napolitana mixta;DI-2010;Salsa napolitana Gallo 350 g;77;
CAT-4000;Bizcocho con baño de cacao;DI-0962;Bizcocho con relleno con cacao y recubierto con chocolate Milka bolsa 150 g;82;
CAT-0227;Pan integral de trigo 100% rebanado;DI-1918;Pan de molde trigo integral El molino de Dia 820 g;79;
CAT-0390;Panecillo tostado 100% integral de trigo;DI-0147;Panecillos tostados integral El molino de Dia 225 g;77;
CAT-0583;Pan de pita Mission;DI-0529;Pan de pita precocido Star 400 g;73;
CAT-0593;6 Panes de leche 3%;DI-0183;Batido de cacao 90% leche Dia Láctea 6 x 200 ml;77;
CAT-0645;Pan de molde espelta 100% integral natural;DI-2254;Pan viena integral 50% El molino de Dia 80 g;75;
CAT-0761;Hogaza de centeno 50% rebanado;DI-1296;Hogaza de centeno y avena El molino de Dia 500 g;76;
CAT-1147;Panecillo de trigo integral 30%;DI-1137;Harina de trigo integral Gallo 1 Kg;75;
CAT-1155;Barra pan integral de espelta 100%;DI-4477;Barra de pan integral El molino de Dia 220 g;81;
CAT-1156;Barra pan integral de espelta 100% rebanado;DI-4477;Barra de pan integral El molino de Dia 220 g;81;
CAT-1212;6 Panecillos integrales 100%;DI-0619;Espaguetis integrales Gallo 450 g;72;
CAT-1306;Barra pan de pueblo;DI-0831;Barra de pan El molino de Dia 125 g;78;
CAT-1307;Barra pan de pueblo rebanada;DI-0831;Barra de pan El molino de Dia 125 g;71;
CAT-1344;Pan de molde blanco natural rústico;DI-3981;Pan de molde natural especial tostadas El molino de Dia 460 g;73;
CAT-2041;Pan redondo sin gluten;DI-0917;Pan de molde sin gluten Dr. Schar 300 g;78;
CAT-2925;2 Baguettes para hornear;DI-3422;Sal para hornear Dia 2 Kg;86;
CAT-2929;Pan de hamburguesa Rústico 100% integral;DI-3731;Pan de hamburguesa brioche St pierre 250 g;71;
CAT-2941;Panes integrales 100% fino;DI-2335;Macarrones integrales Dia Al Diante 500 g;70;
CAT-3206;Panes chapata de cristal;DI-2349;Chapata de cristal 2 unidades Cristallino 190 g;86;
CAT-3298;Panecillo de queso 18%;DI-1596;Panecillo con quinoa El molino de Dia 100 g;75;
CAT-3780;Tortillas de avena 51%;DI-0414;Tortillas de trigo Dia Al Punto 320 g;75;
CAT-3794;Tortillas de trigo integrales;DI-2545;Tortillas de trigo integral Dia Al Punto 320 g;83;
CAT-3844;Mini biscotes de trigo Diatosta;DI-2402;Mini biscotes El molino de Dia 240 g;76;
CAT-3846;Pan tostado vitalité Wasa;DI-0537;Pan de avena vitalité Wasa 280 g;81;
CAT-3847;Pan tostado con tomate;DI-2150;Pan tostado con sésamo Wasa 200 g;81;
CAT-3848;Pan tostado con ajo y perejil;DI-3378;Pan rallado con ajo y perejil Onena 500 g;84;
CAT-3853;Panecillo tostado classic;DI-2350;Panecillos tostados El molino de Dia 225 g;70;
CAT-3855;Pan tostado classic;DI-2150;Pan tostado con sésamo Wasa 200 g;73;
CAT-3856;Pan tostado cereales y semillas;DI-1379;Pan de sandwich con cereales y semillas El molino de Dia 310 g;85;
CAT-3857;Pan de molde con 35% avena 0% azúcares añadidos con harina 100% integral;DI-1137;Harina de trigo integral Gallo 1 Kg;75;
CAT-3858;Pan de molde con 55% centeno;DI-3844;Pan crujiente de centeno con tomate y albahaca Melvit 170 g;82;
CAT-3860;Pan de molde blanco familiar;DI-3009;Pan de molde formato familiar Bimbo 640 g;86;
CAT-3861;Pan de molde blanco rebanada gruesa;DI-4386;Sal gruesa Dia 1 Kg;75;
CAT-3865;Pan rallado casero;DI-3377;Pan rallado Onena 750 g;79;
CAT-3870;Panecillos tostados cereales y semillas;DI-2350;Panecillos tostados El molino de Dia 225 g;75;
CAT-3872;Crackers con sal;DI-3501;Galletas crackers con pimienta negra Dia Naturmundo bolsa 100 g;86;
CAT-3878;Galletas saladas salpicks Galbusera;DI-3243;Galletas saladas Dia Snack Maniac bolsa 200 g;71;
CAT-3892;Pan rallado de arroz;DI-3377;Pan rallado Onena 750 g;79;
CAT-3893;Pan tostado pasas;DI-2150;Pan tostado con sésamo Wasa 200 g;79;
CAT-3899;Hogaza sin gluten;DI-0609;Puré de 7 frutas sin gluten Nestlé pack 4 x 100 g;74;
CAT-3911;Barra de pan campesina masa madre;DI-0831;Barra de pan El molino de Dia 125 g;71;
CAT-3912;Barra de pan campesina masa madre rebanada;DI-0831;Barra de pan El molino de Dia 125 g;71;
CAT-3913;Tostadas de arroz y maíz;DI-0734;Mini tortitas de maíz y arroz sabor jamón Dia Naturmundo bolsa 75 g;77;
CAT-3914;Pan tostado 100% espelta integral;DI-4420;Pan tostado integral El molino de Dia 270 g;80;
CAT-3932;6 Panes de centeno 51%;DI-1296;Hogaza de centeno y avena El molino de Dia 500 g;71;
CAT-3935;Pan mini semillas;DI-1379;Pan de sandwich con cereales y semillas El molino de Dia 310 g;83;
CAT-3942;Barra de pan rebanada;DI-0831;Barra de pan El molino de Dia 125 g;73;
CAT-3946;Barra pan de aceite de oliva;DI-4093;Tostas de pan mariñeiras con aceite de oliva Daveiga 200 g;86;
CAT-3947;Barra pan de aceite de oliva rebanada;DI-4093;Tostas de pan mariñeiras con aceite de oliva Daveiga 200 g;72;
CAT-3948;3 Barras de pan aceite de oliva;DI-4093;Tostas de pan mariñeiras con aceite de oliva Daveiga 200 g;84;
CAT-3949;3 Barras de pan aceite de oliva rebanadas;DI-0449;Sardinas en aceite de oliva Albo 85 g;71;
CAT-3952;5 Barras de pan 51% integral;DI-2254;Pan viena integral 50% El molino de Dia 80 g;83;
CAT-3956;Barra de pan tradicional;DI-0991;Pan tradicional sin gluten Proceli 160 g;77;
CAT-3962;Pan tostado 100% integral bajo en sal y en azúcares;DI-4420;Pan tostado integral El molino de Dia 270 g;75;
CAT-3963;Pan de molde semillas y pipas de calabaza;DI-3059;Pan de molde con semillas sin gluten El molino de Dia 280 g;71;
CAT-3964;Pan de molde 100% integral familiar;DI-1918;Pan de molde trigo integral El molino de Dia 820 g;79;
CAT-4088;Barra de pan espiga;DI-0831;Barra de pan El molino de Dia 125 g;77;
CAT-4089;Barra de pan espiga rebanado;DI-0831;Barra de pan El molino de Dia 125 g;71;
CAT-4102;Pan de molde cereales sin gluten;DI-0917;Pan de molde sin gluten Dr. Schar 300 g;84;
CAT-4237;Panecillo sin sal añadida;DI-2057;Pistachos tostados sin sal añadida Dia Naturmundo 250 g;75;
CAT-4270;Barra pan de agua;DI-0831;Barra de pan El molino de Dia 125 g;83;
CAT-4271;Barra pan de agua rebanada;DI-0831;Barra de pan El molino de Dia 125 g;71;
CAT-1045;Tarta delicia de fresa congelada;DI-1325;Tarta de queso con cookies congelada San Martín 350 g;72;
CAT-1417;Colas de gambón crudo congelado;DI-0600;Colas de gambón pelado crudo Dia Mari Marinera 200 g;81;
CAT-1418;Gambón congelado;DI-1824;Sucedáneo de angulas MSC congelado Dia Mari Marinera 250 g;72;
CAT-3018;Almeja congelada;DI-0525;Nata montada congelada Somosierra 240 g;72;
CAT-3095;Carne de mejillón de Chile cocido ultracongelado;DI-1525;Carne de mejillón cocido Dia Mari Marinera 250 g;77;
CAT-3997;Mejillón vivo;DI-1525;Carne de mejillón cocido Dia Mari Marinera 250 g;76;
CAT-4156;Arreglo de marisco pelado;DI-3325;Arroz de marisco Dia Al Punto 330 g;72;
CAT-0452;Bacalao ahumado en aceite de girasol;DI-1162;Aceite de girasol Koipe 1 L;85;
CAT-0940;Filetes de sardina ahumada en aceite de girasol;DI-1162;Aceite de girasol Koipe 1 L;85;
CAT-1235;Taquitos de salmón ahumado;DI-1863;Salmón ahumado Noruego Dia Selección Mundial sobre 100 g;70;
CAT-1309;Boquerones al vinagre en aceite de girasol;DI-1162;Aceite de girasol Koipe 1 L;85;
CAT-1415;Filetes de bacalao MareDeus ultracongelado;DI-4538;Filetes de bacalao Pescanova 400 g;78;
CAT-1427;Anillas de pota Argentina congeladas;DI-2585;Anillas de pota Dia Mari Marinera 350 g;71;
CAT-1445;Lomos de salmón sin piel congelado;DI-2241;Lomos de salmón Dia Selección Mundial 250 g;72;
CAT-1482;Medallones de merluza del Cabo ultracongelados;DI-1878;Medallones de merluza del cabo MSC Dia Mari Marinera 475 g;79;
CAT-1546;Elaborado de merluza y langostino;DI-3498;Croquetas de merluza y langostino Dia Al Punto 350 g;82;
CAT-4252;Leche para lactantes en polvo 1 Nativa Nestlé;DI-4531;Leche en polvo Sveltesse 600 g;74;
CAT-3082;Porciones de merluza del Cabo sin piel ultracongeladas;DI-4628;Filetes de merluza del cabo sin piel MSC Dia Mari Marinera 600 g;72;
CAT-3083;Rodajas de emperador pequeñas ultracongeladas;DI-0884;Rodajas de emperador Dia Mari Marinera 475 g;74;
CAT-3085;Filetes de merluza del Cabo grandes sin piel ultracongelados;DI-4628;Filetes de merluza del cabo sin piel MSC Dia Mari Marinera 600 g;80;
CAT-3088;Filetes de merluza del Cabo sin piel ultracongelados;DI-4628;Filetes de merluza del cabo sin piel MSC Dia Mari Marinera 600 g;82;
CAT-3767;Boquerones en vinagre en aceite de girasol;DI-1162;Aceite de girasol Koipe 1 L;85;
CAT-3781;Hoja de bacalao;DI-1881;Bacalao desmigado salado MSC Selección de Dia bandeja 250 g;80;
CAT-4126;Calamar pequeño limpio patagónico;DI-3055;Calamar patagónico entero y limpio Dia Mari Marinera 400 g;86;
CAT-4127;Lenguado rubio;DI-0033;Crema de bechamel con lenguado Hero frasco 235 g;73;
CAT-4131;Rodaja de salmón;DI-0748;Filete de salmón Selección de Dia bandeja 420 g aprox.;72;
CAT-4133;Bacalao al punto de sal descongelado;DI-0195;Lay's al punto de sal 150 g;83;
CAT-4142;Filete de lubina;DI-0748;Filete de salmón Selección de Dia bandeja 420 g aprox.;72;
CAT-4154;Patas de pulpo cocido;DI-1990;Pata de pulpo cocido Dia Mari Marinera bandeja 250 g;83;
CAT-0202;Pasta tiburón Mac & Cheese con salsa de queso;DI-2492;Salsa de queso Doritos 280 g;78;
CAT-0219;Lasaña de pollo;DI-2279;Lasaña de verdura Dia Al Punto 300 g;75;
CAT-0357;Noodles Yakisoba con carne y verduras;DI-0322;Noodles yakisoba Fusian 120 g;82;
CAT-0359;Poke salmón;DI-0675;Snack para gatos con salmón Catisfaction bolsa 60 g;71;
CAT-0363;Salmón con verduras Listo para Comer;DI-2977;Alimento para gatos bocaditos con trucha, salmón y verduras Deligato de Dia lata 400 g;80;
CAT-0364;Ensaladilla de marisco Listo para Comer;DI-4106;Ensaladilla rusa 350 g;81;
CAT-0441;Codillo de cerdo asado;DI-2440;Codillo asado con patatas Dia Al Punto 450 g;74;
CAT-1075;Arroz de pescado;DI-0621;Caldo de pescado Gallina Blanca 1 L;77;
CAT-1472;Garbanzos a la jardinera;DI-4646;Garbanzos Luengo 1 Kg;72;
CAT-1473;Alubias a la jardinera;DI-1037;Sopa jardinera Gallina Blanca 77 g;71;
CAT-1474;Lentejas a la jardinera;DI-4182;Lentejas pardinas La Asturiana 1 Kg;75;
CAT-1476;Garbanzos a la riojana;DI-0807;Garbanzos cocidos La Asturiana 210 g;73;
CAT-2191;Sándwich atún y huevo;DI-1285;Sándwich con atún Ñaming 200 g;76;
CAT-2222;Spaghetti carbonara;DI-3917;Espaguetis carbonara 350 g;87;
CAT-2314;Lasaña boloñesa familiar;DI-0758;Lasaña boloñesa La cocinera 500 g;77;
CAT-2321;Canelones de carne y boletus;DI-2276;Canelones de carne Dia Al Punto 300 g;80;
CAT-2323;Pollo al curry con arroz basmati;DI-1278;Arroz basmati Tilda 1 Kg;81;
CAT-2882;Sándwiches jamón y queso;DI-0374;Pizza jamón y queso masa fina Dia Al Punto 350 g;70;
CAT-2916;Tortilla de patata con cebolla Listo para Comer;DI-1558;Tortilla de patatas con cebolla Palacios 650 g;78;
CAT-2917;Tortilla de patata con calabacín Listo para Comer;DI-4443;Calabacín crü 400 g;82;
CAT-2918;Pincho tortilla de patata con cebolla Listo para Comer;DI-3937;Tortilla de patata ESTILO TRADICIONAL con cebolla 1.3 Kg;78;
CAT-2919;Pincho tortilla de patata con calabacín Listo para Comer;DI-4443;Calabacín crü 400 g;82;
CAT-2920;Media tortilla de patata con cebolla Listo para Comer;DI-3937;Tortilla de patata ESTILO TRADICIONAL con cebolla 1.3 Kg;75;
CAT-2921;Media tortilla de patata con calabacín Listo para Comer;DI-4443;Calabacín crü 400 g;82;
CAT-3783;Ensaladilla americana;DI-4106;Ensaladilla rusa 350 g;81;
CAT-3784;Ensaladilla Delicias del mar;DI-4106;Ensaladilla rusa 350 g;81;
CAT-0342;Golosinas Tropical Jelly;DI-2852;Golosinas tropical mix Vidal bolsa 180 g;86;
CAT-3317;Golosinas Fresi Pink Mix;DI-1081;Golosinas funky mix Haribo bolsa 150 g;70;
CAT-4199;Golosinas Mini Mix con pica;DI-2712;Golosinas mini mix Vidal bolsa 75 g;81;
CAT-4275;Cono de golosinas celebración;DI-1648;Cono chuches celebración sin gluten Midel bolsa 60 g;71;
CAT-2070;Povidona yodada 10%;DI-1180;Sal yodada Dia Dia 1 Kg;75;
CAT-3788;Hummus de garbanzos receta clásica;DI-4646;Garbanzos Luengo 1 Kg;72;
CAT-3790;Hummus de garbanzos con pimiento del piquillo asado;DI-2389;Hummus de pimiento Dia Al Punto 220 g;80;
CAT-4083;Sándwich pollo y queso;DI-0772;Sándwich con pollo César Ñaming 200 g;78;
CAT-1995;Pisto de verduras ultracongelado;DI-2467;Pisto de verduras Gallina Blanca 325 g;75;
CAT-2051;Cápsulas Gases;DI-0062;Cápsulas de café expresso descafeinado intenso Dolce Gusto 16 unidades;73;
CAT-0991;Colgador WC Dália;DI-2553;Colgador para wc agua azul Super Paco de Dia blister 2 unidades;79;
CAT-0008;Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa;DI-0258;Bebida de fruta y leche caribe Don Simón pack 6 x 200 ml;77;
CAT-0005;Batido sabor fresa;DI-0251;Batido de fresa Puleva 6 x 200 ml;80;
CAT-0006;Batido de chocolate 90% leche;DI-1306;Batido de chocolate 0% sin azúcar añadido Cacaolat botella 1 L;88;
CAT-0009;Nata fresca para cocinar;DI-0541;Nata para cocinar Dia Láctea 3 x 200 ml;83;
CAT-2162;Smoothie fresa y plátano;DI-0874;Yogur con plátano y fresa Hero bolsa 100 g;77;
